"store_id","store_name","store_city","store_location","product_id","product_name","product_category","product_cost","product_price","stock_on_hand","inventory_status","previous_units_sold","recent_units_sold","average_daily_units","days_of_stock_coverage","demand_change_percent","unit_margin","estimated_recent_revenue","estimated_recent_gross_profit","inventory_value_at_cost"
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",28,"Playfoam","Art & Crafts",3.99,10.99,26,"positive_stock",0,169,1.88,13.8,NULL,7.00,1857.31,1183.00,103.74
39,"Maven Toys Xalapa 2","Xalapa","Downtown",28,"Playfoam","Art & Crafts",3.99,10.99,0,"confirmed_zero_stock",0,67,0.74,0.0,NULL,7.00,736.33,469.00,0.00
40,"Maven Toys Toluca 2","Toluca","Commercial",28,"Playfoam","Art & Crafts",3.99,10.99,0,"confirmed_zero_stock",0,132,1.47,0.0,NULL,7.00,1450.68,924.00,0.00
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",28,"Playfoam","Art & Crafts",3.99,10.99,0,"confirmed_zero_stock",0,237,2.63,0.0,NULL,7.00,2604.63,1659.00,0.00
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",28,"Playfoam","Art & Crafts",3.99,10.99,0,"confirmed_zero_stock",0,105,1.17,0.0,NULL,7.00,1153.95,735.00,0.00
43,"Maven Toys Durango 1","Durango","Downtown",28,"Playfoam","Art & Crafts",3.99,10.99,4,"positive_stock",0,35,0.39,10.3,NULL,7.00,384.65,245.00,15.96
44,"Maven Toys Puebla 3","Puebla","Residential",28,"Playfoam","Art & Crafts",3.99,10.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,7.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",28,"Playfoam","Art & Crafts",3.99,10.99,0,"confirmed_zero_stock",0,24,0.27,0.0,NULL,7.00,263.76,168.00,0.00
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",28,"Playfoam","Art & Crafts",3.99,10.99,1,"positive_stock",0,72,0.80,1.3,NULL,7.00,791.28,504.00,3.99
47,"Maven Toys Monterrey 4","Monterrey","Commercial",28,"Playfoam","Art & Crafts",3.99,10.99,4,"positive_stock",0,208,2.31,1.7,NULL,7.00,2285.92,1456.00,15.96
48,"Maven Toys Saltillo 2","Saltillo","Commercial",28,"Playfoam","Art & Crafts",3.99,10.99,1,"positive_stock",0,211,2.34,0.4,NULL,7.00,2318.89,1477.00,3.99
49,"Maven Toys Culiacan 1","Culiacan","Downtown",28,"Playfoam","Art & Crafts",3.99,10.99,10,"positive_stock",0,84,0.93,10.7,NULL,7.00,923.16,588.00,39.90
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",28,"Playfoam","Art & Crafts",3.99,10.99,0,"confirmed_zero_stock",0,91,1.01,0.0,NULL,7.00,1000.09,637.00,0.00
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",29,"Plush Pony","Toys",8.99,19.99,4,"positive_stock",9,33,0.37,10.9,266.7,11.00,659.67,363.00,35.96
2,"Maven Toys Monterrey 1","Monterrey","Residential",29,"Plush Pony","Toys",8.99,19.99,5,"positive_stock",20,13,0.14,34.6,-35.0,11.00,259.87,143.00,44.95
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",29,"Plush Pony","Toys",8.99,19.99,0,"confirmed_zero_stock",0,23,0.26,0.0,NULL,11.00,459.77,253.00,0.00
4,"Maven Toys Saltillo 1","Saltillo","Downtown",29,"Plush Pony","Toys",8.99,19.99,20,"positive_stock",1,50,0.56,36.0,4900.0,11.00,999.50,550.00,179.80
5,"Maven Toys La Paz 1","La Paz","Downtown",29,"Plush Pony","Toys",8.99,19.99,8,"positive_stock",6,9,0.10,80.0,50.0,11.00,179.91,99.00,71.92
6,"Maven Toys Mexicali 1","Mexicali","Commercial",29,"Plush Pony","Toys",8.99,19.99,10,"positive_stock",0,0,0.00,NULL,NULL,11.00,0.00,0.00,89.90
7,"Maven Toys Monterrey 2","Monterrey","Downtown",29,"Plush Pony","Toys",8.99,19.99,8,"positive_stock",20,1,0.01,720.0,-95.0,11.00,19.99,11.00,71.92
8,"Maven Toys Pachuca 1","Pachuca","Downtown",29,"Plush Pony","Toys",8.99,19.99,3,"positive_stock",0,0,0.00,NULL,NULL,11.00,0.00,0.00,26.97
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",29,"Plush Pony","Toys",8.99,19.99,8,"positive_stock",76,0,0.00,NULL,-100.0,11.00,0.00,0.00,71.92
10,"Maven Toys Campeche 1","Campeche","Downtown",29,"Plush Pony","Toys",8.99,19.99,12,"positive_stock",0,18,0.20,60.0,NULL,11.00,359.82,198.00,107.88
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",29,"Plush Pony","Toys",8.99,19.99,4,"positive_stock",19,17,0.19,21.2,-10.5,11.00,339.83,187.00,35.96
12,"Maven Toys Chetumal 1","Chetumal","Downtown",29,"Plush Pony","Toys",8.99,19.99,19,"positive_stock",9,0,0.00,NULL,-100.0,11.00,0.00,0.00,170.81
13,"Maven Toys Mexicali 2","Mexicali","Downtown",29,"Plush Pony","Toys",8.99,19.99,3,"positive_stock",0,0,0.00,NULL,NULL,11.00,0.00,0.00,26.97
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",29,"Plush Pony","Toys",8.99,19.99,0,"confirmed_zero_stock",0,43,0.48,0.0,NULL,11.00,859.57,473.00,0.00
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",29,"Plush Pony","Toys",8.99,19.99,13,"positive_stock",6,29,0.32,40.3,383.3,11.00,579.71,319.00,116.87
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",29,"Plush Pony","Toys",8.99,19.99,7,"positive_stock",15,11,0.12,57.3,-26.7,11.00,219.89,121.00,62.93
17,"Maven Toys Toluca 1","Toluca","Downtown",29,"Plush Pony","Toys",8.99,19.99,16,"positive_stock",16,36,0.40,40.0,125.0,11.00,719.64,396.00,143.84
18,"Maven Toys Merida 1","Merida","Downtown",29,"Plush Pony","Toys",8.99,19.99,28,"positive_stock",28,0,0.00,NULL,-100.0,11.00,0.00,0.00,251.72
19,"Maven Toys Puebla 1","Puebla","Commercial",29,"Plush Pony","Toys",8.99,19.99,29,"positive_stock",9,24,0.27,108.8,166.7,11.00,479.76,264.00,260.71
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",29,"Plush Pony","Toys",8.99,19.99,9,"positive_stock",0,0,0.00,NULL,NULL,11.00,0.00,0.00,80.91
21,"Maven Toys Santiago 1","Santiago","Downtown",29,"Plush Pony","Toys",8.99,19.99,8,"positive_stock",61,26,0.29,27.7,-57.4,11.00,519.74,286.00,71.92
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",29,"Plush Pony","Toys",8.99,19.99,5,"positive_stock",26,45,0.50,10.0,73.1,11.00,899.55,495.00,44.95
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",29,"Plush Pony","Toys",8.99,19.99,9,"positive_stock",8,9,0.10,90.0,12.5,11.00,179.91,99.00,80.91
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",29,"Plush Pony","Toys",8.99,19.99,3,"positive_stock",22,8,0.09,33.8,-63.6,11.00,159.92,88.00,26.97
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",29,"Plush Pony","Toys",8.99,19.99,6,"positive_stock",51,12,0.13,45.0,-76.5,11.00,239.88,132.00,53.94
26,"Maven Toys Campeche 2","Campeche","Commercial",29,"Plush Pony","Toys",8.99,19.99,3,"positive_stock",5,11,0.12,24.5,120.0,11.00,219.89,121.00,26.97
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",29,"Plush Pony","Toys",8.99,19.99,3,"positive_stock",0,0,0.00,NULL,NULL,11.00,0.00,0.00,26.97
28,"Maven Toys Puebla 2","Puebla","Downtown",29,"Plush Pony","Toys",8.99,19.99,5,"positive_stock",35,14,0.16,32.1,-60.0,11.00,279.86,154.00,44.95
29,"Maven Toys Xalapa 1","Xalapa","Commercial",29,"Plush Pony","Toys",8.99,19.99,6,"positive_stock",25,7,0.08,77.1,-72.0,11.00,139.93,77.00,53.94
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",29,"Plush Pony","Toys",8.99,19.99,19,"positive_stock",64,66,0.73,25.9,3.1,11.00,1319.34,726.00,170.81
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",29,"Plush Pony","Toys",8.99,19.99,28,"positive_stock",20,78,0.87,32.3,290.0,11.00,1559.22,858.00,251.72
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",29,"Plush Pony","Toys",8.99,19.99,4,"positive_stock",0,0,0.00,NULL,NULL,11.00,0.00,0.00,35.96
33,"Maven Toys Monterrey 3","Monterrey","Airport",29,"Plush Pony","Toys",8.99,19.99,9,"positive_stock",32,4,0.04,202.5,-87.5,11.00,79.96,44.00,80.91
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",29,"Plush Pony","Toys",8.99,19.99,3,"positive_stock",35,26,0.29,10.4,-25.7,11.00,519.74,286.00,26.97
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",29,"Plush Pony","Toys",8.99,19.99,11,"positive_stock",28,18,0.20,55.0,-35.7,11.00,359.82,198.00,98.89
36,"Maven Toys Morelia 1","Morelia","Downtown",29,"Plush Pony","Toys",8.99,19.99,14,"positive_stock",11,0,0.00,NULL,-100.0,11.00,0.00,0.00,125.86
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",29,"Plush Pony","Toys",8.99,19.99,5,"positive_stock",68,31,0.34,14.5,-54.4,11.00,619.69,341.00,44.95
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",29,"Plush Pony","Toys",8.99,19.99,25,"positive_stock",31,5,0.06,450.0,-83.9,11.00,99.95,55.00,224.75
39,"Maven Toys Xalapa 2","Xalapa","Downtown",29,"Plush Pony","Toys",8.99,19.99,16,"positive_stock",17,33,0.37,43.6,94.1,11.00,659.67,363.00,143.84
40,"Maven Toys Toluca 2","Toluca","Commercial",29,"Plush Pony","Toys",8.99,19.99,1,"positive_stock",23,9,0.10,10.0,-60.9,11.00,179.91,99.00,8.99
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",29,"Plush Pony","Toys",8.99,19.99,0,"confirmed_zero_stock",28,58,0.64,0.0,107.1,11.00,1159.42,638.00,0.00
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",29,"Plush Pony","Toys",8.99,19.99,35,"positive_stock",44,23,0.26,137.0,-47.7,11.00,459.77,253.00,314.65
43,"Maven Toys Durango 1","Durango","Downtown",29,"Plush Pony","Toys",8.99,19.99,9,"positive_stock",6,16,0.18,50.6,166.7,11.00,319.84,176.00,80.91
44,"Maven Toys Puebla 3","Puebla","Residential",29,"Plush Pony","Toys",8.99,19.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,11.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",29,"Plush Pony","Toys",8.99,19.99,4,"positive_stock",21,6,0.07,60.0,-71.4,11.00,119.94,66.00,35.96
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",29,"Plush Pony","Toys",8.99,19.99,3,"positive_stock",19,8,0.09,33.8,-57.9,11.00,159.92,88.00,26.97
47,"Maven Toys Monterrey 4","Monterrey","Commercial",29,"Plush Pony","Toys",8.99,19.99,10,"positive_stock",67,58,0.64,15.5,-13.4,11.00,1159.42,638.00,89.90
48,"Maven Toys Saltillo 2","Saltillo","Commercial",29,"Plush Pony","Toys",8.99,19.99,20,"positive_stock",8,0,0.00,NULL,-100.0,11.00,0.00,0.00,179.80
49,"Maven Toys Culiacan 1","Culiacan","Downtown",29,"Plush Pony","Toys",8.99,19.99,12,"positive_stock",41,39,0.43,27.7,-4.9,11.00,779.61,429.00,107.88
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",29,"Plush Pony","Toys",8.99,19.99,15,"positive_stock",14,21,0.23,64.3,50.0,11.00,419.79,231.00,134.85
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",30,"Rubik's Cube","Games",17.99,19.99,44,"positive_stock",133,91,1.01,43.5,-31.6,2.00,1819.09,182.00,791.56
2,"Maven Toys Monterrey 1","Monterrey","Residential",30,"Rubik's Cube","Games",17.99,19.99,50,"positive_stock",67,103,1.14,43.7,53.7,2.00,2058.97,206.00,899.50
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",30,"Rubik's Cube","Games",17.99,19.99,43,"positive_stock",137,120,1.33,32.3,-12.4,2.00,2398.80,240.00,773.57
4,"Maven Toys Saltillo 1","Saltillo","Downtown",30,"Rubik's Cube","Games",17.99,19.99,28,"positive_stock",49,115,1.28,21.9,134.7,2.00,2298.85,230.00,503.72
5,"Maven Toys La Paz 1","La Paz","Downtown",30,"Rubik's Cube","Games",17.99,19.99,39,"positive_stock",96,91,1.01,38.6,-5.2,2.00,1819.09,182.00,701.61
6,"Maven Toys Mexicali 1","Mexicali","Commercial",30,"Rubik's Cube","Games",17.99,19.99,67,"positive_stock",65,55,0.61,109.6,-15.4,2.00,1099.45,110.00,1205.33
7,"Maven Toys Monterrey 2","Monterrey","Downtown",30,"Rubik's Cube","Games",17.99,19.99,27,"positive_stock",162,170,1.89,14.3,4.9,2.00,3398.30,340.00,485.73
8,"Maven Toys Pachuca 1","Pachuca","Downtown",30,"Rubik's Cube","Games",17.99,19.99,13,"positive_stock",75,189,2.10,6.2,152.0,2.00,3778.11,378.00,233.87
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",30,"Rubik's Cube","Games",17.99,19.99,11,"positive_stock",191,131,1.46,7.6,-31.4,2.00,2618.69,262.00,197.89
10,"Maven Toys Campeche 1","Campeche","Downtown",30,"Rubik's Cube","Games",17.99,19.99,42,"positive_stock",157,183,2.03,20.7,16.6,2.00,3658.17,366.00,755.58
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",30,"Rubik's Cube","Games",17.99,19.99,10,"positive_stock",91,23,0.26,39.1,-74.7,2.00,459.77,46.00,179.90
12,"Maven Toys Chetumal 1","Chetumal","Downtown",30,"Rubik's Cube","Games",17.99,19.99,45,"positive_stock",90,43,0.48,94.2,-52.2,2.00,859.57,86.00,809.55
13,"Maven Toys Mexicali 2","Mexicali","Downtown",30,"Rubik's Cube","Games",17.99,19.99,17,"positive_stock",112,183,2.03,8.4,63.4,2.00,3658.17,366.00,305.83
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",30,"Rubik's Cube","Games",17.99,19.99,10,"positive_stock",146,210,2.33,4.3,43.8,2.00,4197.90,420.00,179.90
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",30,"Rubik's Cube","Games",17.99,19.99,13,"positive_stock",129,83,0.92,14.1,-35.7,2.00,1659.17,166.00,233.87
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",30,"Rubik's Cube","Games",17.99,19.99,49,"positive_stock",65,93,1.03,47.4,43.1,2.00,1859.07,186.00,881.51
17,"Maven Toys Toluca 1","Toluca","Downtown",30,"Rubik's Cube","Games",17.99,19.99,22,"positive_stock",141,155,1.72,12.8,9.9,2.00,3098.45,310.00,395.78
18,"Maven Toys Merida 1","Merida","Downtown",30,"Rubik's Cube","Games",17.99,19.99,15,"positive_stock",149,58,0.64,23.3,-61.1,2.00,1159.42,116.00,269.85
19,"Maven Toys Puebla 1","Puebla","Commercial",30,"Rubik's Cube","Games",17.99,19.99,7,"positive_stock",202,96,1.07,6.6,-52.5,2.00,1919.04,192.00,125.93
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",30,"Rubik's Cube","Games",17.99,19.99,17,"positive_stock",98,148,1.64,10.3,51.0,2.00,2958.52,296.00,305.83
21,"Maven Toys Santiago 1","Santiago","Downtown",30,"Rubik's Cube","Games",17.99,19.99,49,"positive_stock",184,70,0.78,63.0,-62.0,2.00,1399.30,140.00,881.51
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",30,"Rubik's Cube","Games",17.99,19.99,22,"positive_stock",117,65,0.72,30.5,-44.4,2.00,1299.35,130.00,395.78
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",30,"Rubik's Cube","Games",17.99,19.99,38,"positive_stock",91,45,0.50,76.0,-50.5,2.00,899.55,90.00,683.62
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",30,"Rubik's Cube","Games",17.99,19.99,50,"positive_stock",104,62,0.69,72.6,-40.4,2.00,1239.38,124.00,899.50
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",30,"Rubik's Cube","Games",17.99,19.99,46,"positive_stock",307,67,0.74,61.8,-78.2,2.00,1339.33,134.00,827.54
26,"Maven Toys Campeche 2","Campeche","Commercial",30,"Rubik's Cube","Games",17.99,19.99,46,"positive_stock",127,74,0.82,55.9,-41.7,2.00,1479.26,148.00,827.54
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",30,"Rubik's Cube","Games",17.99,19.99,37,"positive_stock",154,146,1.62,22.8,-5.2,2.00,2918.54,292.00,665.63
28,"Maven Toys Puebla 2","Puebla","Downtown",30,"Rubik's Cube","Games",17.99,19.99,27,"positive_stock",95,42,0.47,57.9,-55.8,2.00,839.58,84.00,485.73
29,"Maven Toys Xalapa 1","Xalapa","Commercial",30,"Rubik's Cube","Games",17.99,19.99,32,"positive_stock",129,207,2.30,13.9,60.5,2.00,4137.93,414.00,575.68
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",30,"Rubik's Cube","Games",17.99,19.99,21,"positive_stock",251,307,3.41,6.2,22.3,2.00,6136.93,614.00,377.79
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",30,"Rubik's Cube","Games",17.99,19.99,66,"positive_stock",124,230,2.56,25.8,85.5,2.00,4597.70,460.00,1187.34
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",30,"Rubik's Cube","Games",17.99,19.99,28,"positive_stock",94,145,1.61,17.4,54.3,2.00,2898.55,290.00,503.72
33,"Maven Toys Monterrey 3","Monterrey","Airport",30,"Rubik's Cube","Games",17.99,19.99,39,"positive_stock",54,64,0.71,54.8,18.5,2.00,1279.36,128.00,701.61
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",30,"Rubik's Cube","Games",17.99,19.99,53,"positive_stock",82,133,1.48,35.9,62.2,2.00,2658.67,266.00,953.47
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",30,"Rubik's Cube","Games",17.99,19.99,10,"positive_stock",68,59,0.66,15.3,-13.2,2.00,1179.41,118.00,179.90
36,"Maven Toys Morelia 1","Morelia","Downtown",30,"Rubik's Cube","Games",17.99,19.99,15,"positive_stock",26,104,1.16,13.0,300.0,2.00,2078.96,208.00,269.85
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",30,"Rubik's Cube","Games",17.99,19.99,35,"positive_stock",212,86,0.96,36.6,-59.4,2.00,1719.14,172.00,629.65
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",30,"Rubik's Cube","Games",17.99,19.99,7,"positive_stock",214,128,1.42,4.9,-40.2,2.00,2558.72,256.00,125.93
39,"Maven Toys Xalapa 2","Xalapa","Downtown",30,"Rubik's Cube","Games",17.99,19.99,19,"positive_stock",175,132,1.47,13.0,-24.6,2.00,2638.68,264.00,341.81
40,"Maven Toys Toluca 2","Toluca","Commercial",30,"Rubik's Cube","Games",17.99,19.99,28,"positive_stock",94,53,0.59,47.5,-43.6,2.00,1059.47,106.00,503.72
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",30,"Rubik's Cube","Games",17.99,19.99,74,"positive_stock",82,120,1.33,55.5,46.3,2.00,2398.80,240.00,1331.26
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",30,"Rubik's Cube","Games",17.99,19.99,9,"positive_stock",137,123,1.37,6.6,-10.2,2.00,2458.77,246.00,161.91
43,"Maven Toys Durango 1","Durango","Downtown",30,"Rubik's Cube","Games",17.99,19.99,14,"positive_stock",140,101,1.12,12.5,-27.9,2.00,2018.99,202.00,251.86
44,"Maven Toys Puebla 3","Puebla","Residential",30,"Rubik's Cube","Games",17.99,19.99,26,"positive_stock",123,70,0.78,33.4,-43.1,2.00,1399.30,140.00,467.74
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",30,"Rubik's Cube","Games",17.99,19.99,36,"positive_stock",306,63,0.70,51.4,-79.4,2.00,1259.37,126.00,647.64
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",30,"Rubik's Cube","Games",17.99,19.99,9,"positive_stock",234,129,1.43,6.3,-44.9,2.00,2578.71,258.00,161.91
47,"Maven Toys Monterrey 4","Monterrey","Commercial",30,"Rubik's Cube","Games",17.99,19.99,36,"positive_stock",104,69,0.77,47.0,-33.7,2.00,1379.31,138.00,647.64
48,"Maven Toys Saltillo 2","Saltillo","Commercial",30,"Rubik's Cube","Games",17.99,19.99,49,"positive_stock",70,49,0.54,90.0,-30.0,2.00,979.51,98.00,881.51
49,"Maven Toys Culiacan 1","Culiacan","Downtown",30,"Rubik's Cube","Games",17.99,19.99,3,"positive_stock",138,80,0.89,3.4,-42.0,2.00,1599.20,160.00,53.97
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",30,"Rubik's Cube","Games",17.99,19.99,4,"positive_stock",105,31,0.34,11.6,-70.5,2.00,619.69,62.00,71.96
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",31,"Splash Balls","Sports & Outdoors",7.99,8.99,7,"positive_stock",178,76,0.84,8.3,-57.3,1.00,683.24,76.00,55.93
2,"Maven Toys Monterrey 1","Monterrey","Residential",31,"Splash Balls","Sports & Outdoors",7.99,8.99,18,"positive_stock",72,15,0.17,108.0,-79.2,1.00,134.85,15.00,143.82
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,29,"positive_stock",49,80,0.89,32.6,63.3,1.00,719.20,80.00,231.71
4,"Maven Toys Saltillo 1","Saltillo","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,35,"positive_stock",105,84,0.93,37.5,-20.0,1.00,755.16,84.00,279.65
5,"Maven Toys La Paz 1","La Paz","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,31,"positive_stock",84,164,1.82,17.0,95.2,1.00,1474.36,164.00,247.69
6,"Maven Toys Mexicali 1","Mexicali","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,17,"positive_stock",0,80,0.89,19.1,NULL,1.00,719.20,80.00,135.83
7,"Maven Toys Monterrey 2","Monterrey","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,15,"positive_stock",131,113,1.26,11.9,-13.7,1.00,1015.87,113.00,119.85
8,"Maven Toys Pachuca 1","Pachuca","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,27,"positive_stock",205,84,0.93,28.9,-59.0,1.00,755.16,84.00,215.73
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,6,"positive_stock",272,347,3.86,1.6,27.6,1.00,3119.53,347.00,47.94
10,"Maven Toys Campeche 1","Campeche","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,7,"positive_stock",216,120,1.33,5.3,-44.4,1.00,1078.80,120.00,55.93
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,20,"positive_stock",112,150,1.67,12.0,33.9,1.00,1348.50,150.00,159.80
12,"Maven Toys Chetumal 1","Chetumal","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,13,"positive_stock",390,198,2.20,5.9,-49.2,1.00,1780.02,198.00,103.87
13,"Maven Toys Mexicali 2","Mexicali","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,24,"positive_stock",197,169,1.88,12.8,-14.2,1.00,1519.31,169.00,191.76
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,5,"positive_stock",78,62,0.69,7.3,-20.5,1.00,557.38,62.00,39.95
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,4,"positive_stock",254,195,2.17,1.8,-23.2,1.00,1753.05,195.00,31.96
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,14,"positive_stock",235,189,2.10,6.7,-19.6,1.00,1699.11,189.00,111.86
17,"Maven Toys Toluca 1","Toluca","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,20,"positive_stock",617,486,5.40,3.7,-21.2,1.00,4369.14,486.00,159.80
18,"Maven Toys Merida 1","Merida","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,4,"positive_stock",174,179,1.99,2.0,2.9,1.00,1609.21,179.00,31.96
19,"Maven Toys Puebla 1","Puebla","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,4,"positive_stock",210,157,1.74,2.3,-25.2,1.00,1411.43,157.00,31.96
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,10,"positive_stock",98,107,1.19,8.4,9.2,1.00,961.93,107.00,79.90
21,"Maven Toys Santiago 1","Santiago","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,19,"positive_stock",111,111,1.23,15.4,0.0,1.00,997.89,111.00,151.81
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,34,"positive_stock",180,97,1.08,31.5,-46.1,1.00,872.03,97.00,271.66
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,19,"positive_stock",63,72,0.80,23.8,14.3,1.00,647.28,72.00,151.81
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,10,"positive_stock",117,64,0.71,14.1,-45.3,1.00,575.36,64.00,79.90
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,0,"confirmed_zero_stock",59,56,0.62,0.0,-5.1,1.00,503.44,56.00,0.00
26,"Maven Toys Campeche 2","Campeche","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,4,"positive_stock",95,59,0.66,6.1,-37.9,1.00,530.41,59.00,31.96
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,13,"positive_stock",255,114,1.27,10.3,-55.3,1.00,1024.86,114.00,103.87
28,"Maven Toys Puebla 2","Puebla","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,18,"positive_stock",432,176,1.96,9.2,-59.3,1.00,1582.24,176.00,143.82
29,"Maven Toys Xalapa 1","Xalapa","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,3,"positive_stock",87,94,1.04,2.9,8.0,1.00,845.06,94.00,23.97
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",31,"Splash Balls","Sports & Outdoors",7.99,8.99,20,"positive_stock",228,214,2.38,8.4,-6.1,1.00,1923.86,214.00,159.80
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",31,"Splash Balls","Sports & Outdoors",7.99,8.99,39,"positive_stock",401,427,4.74,8.2,6.5,1.00,3838.73,427.00,311.61
